ENSG00000184895	Y	2714896	2715740	Sex-determining region Y protein (Testis-determining factor). [Source:Uniprot/SWISSPROT;Acc:Q05066]
ENSG00000157230	Y	9934922	9937561	NULL
ENSG00000171401	17	36910762	36915391	Keratin, type I cytoskeletal 13 (Cytokeratin-13) (CK-13) (Keratin-13) (K13). [Source:Uniprot/SWISSPROT;Acc:P13646]
ENSG00000111358	12	122684333	122711573	TFIIH basal transcription factor complex p34 subunit (Basic transcription factor 2 34 kDa subunit) (BTF2-p34) (General transcription factor IIH polypeptide 3). [Source:Uniprot/SWISSPROT;Acc:Q13889]
ENSG00000076555	12	108038783	108188550	Acetyl-CoA carboxylase 2 (EC 6.4.1.2) (ACC-beta) [Includes: Biotin carboxylase (EC 6.3.4.14)]. [Source:Uniprot/SWISSPROT;Acc:O00763]
ENSG00000167941	17	39186629	39191682	Sclerostin precursor. [Source:Uniprot/SWISSPROT;Acc:Q9BQB4]
ENSG00000100401	22	39971562	40028909	Ran GTPase-activating protein 1. [Source:Uniprot/SWISSPROT;Acc:P46060]
ENSG00000206167	Y	9956351	9957784	NULL
ENSG00000005243	17	43458535	43470138	Coatomer subunit zeta-2 (Zeta-2 coat protein) (Zeta-2 COP). [Source:Uniprot/SWISSPROT;Acc:Q9P299]
ENSG00000006114	17	32952053	33043559	AP1 subunit gamma-binding protein 1 (Gamma-synergin). [Source:Uniprot/SWISSPROT;Acc:Q9UMZ2]
ENSG00000156284	21	30508196	30510223	Claudin-8. [Source:Uniprot/SWISSPROT;Acc:P56748]
ENSG00000168692	Y	9975489	9978285	Testis-specific Y-encoded protein 1. [Source:Uniprot/SWISSPROT;Acc:Q01534]
ENSG00000100156	22	36804093	36809095	Monocarboxylate transporter 3 (MCT 3) (Solute carrier family 16 member 8). [Source:Uniprot/SWISSPROT;Acc:O95907]
ENSG00000111452	12	130004790	130191959	Probable G-protein coupled receptor 133 precursor (G-protein coupled receptor PGR25). [Source:Uniprot/SWISSPROT;Acc:Q6QNK2]
ENSG00000054611	22	45537193	45948393	TBC1 domain family member 22A. [Source:Uniprot/SWISSPROT;Acc:Q8WUA7]
ENSG00000188694	21	30576357	30577121	Keratin-associated protein 24-1. [Source:Uniprot/SWISSPROT;Acc:Q3LI83]
ENSG00000206108	21	30583371	30583679	Keratin associated protein. [Source:Uniprot/SPTREMBL;Acc:Q3LHN0]
ENSG00000100403	22	40027513	40086097	Zinc finger CCCH-type domain-containing protein 7B (Rotavirus 'X'- associated non-structural protein) (RoXaN). [Source:Uniprot/SWISSPROT;Acc:Q9UGR2]
ENSG00000177369	17	44684620	44685015	CDNA FLJ40194 fis, clone TESTI2019481. [Source:Uniprot/SPTREMBL;Acc:Q8N7Z3]
ENSG00000128298	22	36810856	36836622	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 2 (BAI1-associated protein 2-like protein 2). [Source:Uniprot/SWISSPROT;Acc:Q6UXY1]
ENSG00000198740	17	44727485	44794834	zinc finger protein 652 [Source:RefSeq_peptide;Acc:NP_055712]
ENSG00000183385	Y	10138709	10141564	Transcript Y 8 protein. [Source:Uniprot/SWISSPROT;Acc:Q9BQA6]
ENSG00000177450	22	45689905	45690438	Putative uncharacterized protein FLJ32756. [Source:Uniprot/SWISSPROT;Acc:Q96M85]
ENSG00000147761	Y	10154433	10162871	Transcript Y 7 protein (Fragment). [Source:Uniprot/SWISSPROT;Acc:Q9BQ92]
ENSG00000187604	22	45890681	45891154	Protein UNQ6126/PRO20091 precursor. [Source:Uniprot/SWISSPROT;Acc:Q6UXV3]
ENSG00000205634	22	46395456	46405982	CDNA FLJ46257 fis, clone TESTI4024240. [Source:Uniprot/SPTREMBL;Acc:Q6ZRL9]
ENSG00000197683	21	30613592	30614224	Keratin-associated protein 26-1. [Source:Uniprot/SWISSPROT;Acc:Q6PEX3]
ENSG00000183263	22	40098598	40099131	CDNA FLJ40318 fis, clone TESTI2030556. [Source:Uniprot/SPTREMBL;Acc:Q8N7V0]
ENSG00000206164	Y	10165262	10168905	NULL
ENSG00000206107	21	30631234	30631857	Keratin associated protein. [Source:Uniprot/SPTREMBL;Acc:Q3LI81]
ENSG00000197174	Y	10188193	10206084	Testis-specific Testis Transcript Y 2 (Fragment). [Source:Uniprot/SPTREMBL;Acc:O14606]
ENSG00000205633	22	46915465	46917760	OTTHUMP00000028824. [Source:Uniprot/SPTREMBL;Acc:Q5R3S2]
ENSG00000167074	22	40107909	40125272	Thyrotroph embryonic factor. [Source:Uniprot/SWISSPROT;Acc:Q10587]
ENSG00000184381	22	36837449	36907763	85 kDa calcium-independent phospholipase A2 (EC 3.1.1.4) (iPLA2) (CaI- PLA2) (Group VI phospholipase A2) (GVI PLA2). [Source:Uniprot/SWISSPROT;Acc:O60733]
ENSG00000204889	17	36387494	36394056	type I hair keratin KA36 [Source:RefSeq_peptide;Acc:NP_872303]
ENSG00000125740	19	50663093	50670254	Protein fosB (G0/G1 switch regulatory protein 3). [Source:Uniprot/SWISSPROT;Acc:P53539]
ENSG00000129845	Y	10200765	10221898	Testis-specific Testis Transcript Y 1 (Fragment). [Source:Uniprot/SPTREMBL;Acc:O14605]
ENSG00000204646	19	55953527	55955023	Putative G-protein coupled receptor. [Source:Uniprot/SPTREMBL;Acc:Q8TDT1]
ENSG00000142549	19	56517096	56525401	NULL
ENSG00000170858	19	59536505	59542233	Leukocyte immunoglobulin-like receptor subfamily A member 4 precursor (Immunoglobulin-like transcript 7) (ILT-7) (CD85g antigen). [Source:Uniprot/SWISSPROT;Acc:P59901]
ENSG00000170714	22	47263957	47532641	family with sequence similarity 19 (chemokine (C-C motif)-like), member A5 (FAM19A5), mRNA [Source:RefSeq_dna;Acc:NM_015381]
ENSG00000130783	12	121825026	121877884	Coiled-coil domain-containing protein 60 (Aaa-protein) (Protein TSP- NY). [Source:Uniprot/SWISSPROT;Acc:Q6P9F0]
ENSG00000183864	22	40159438	40172973	Tob2 protein (Transducer of erbB-2 2). [Source:Uniprot/SWISSPROT;Acc:Q14106]
ENSG00000188518	Y	10283457	10283582	RNA binding motif (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q13381]
ENSG00000142511	19	55965533	55966801	Probable G-protein coupled receptor 32. [Source:Uniprot/SWISSPROT;Acc:O75388]
ENSG00000196596	17	36403579	36403875	Keratin-associated protein 3-3 (Keratin-associated protein 3.3) (High sulfur keratin-associated protein 3.3). [Source:Uniprot/SWISSPROT;Acc:Q9BYR6]
ENSG00000188681	Y	11769477	11830687	NULL
ENSG00000100410	22	40185668	40194654	PHD finger-like domain-containing protein 5A (PHD finger-like domain protein 5A) (Splicing factor 3B-associated 14 kDa protein) (SF3b14b). [Source:Uniprot/SWISSPROT;Acc:Q7RTV0]
ENSG00000186806	19	56526884	56535219	NULL
ENSG00000205632	22	47666869	47679098	CDNA FLJ42631 fis, clone BRACE3020194. [Source:Uniprot/SPTREMBL;Acc:Q6ZVF7]
ENSG00000196160	17	70532900	70533334	CDNA FLJ43719 fis, clone TESOP2006060. [Source:Uniprot/SPTREMBL;Acc:Q6ZUH1]
ENSG00000133195	17	68153684	68600427	solute carrier family 39 (metal ion transporter), member 11 [Source:RefSeq_peptide;Acc:NP_631916]
ENSG00000100412	22	40195075	40254939	Aconitate hydratase, mitochondrial precursor (EC 4.2.1.3) (Citrate hydro-lyase) (Aconitase). [Source:Uniprot/SWISSPROT;Acc:Q99798]
ENSG00000108375	17	53778293	53849479	Transcription elongation factor SPT4 (hSPT4) (DRB sensitivity-inducing factor small subunit) (DSIF small subunit) (DSIF p14). [Source:Uniprot/SWISSPROT;Acc:P63272]
ENSG00000198291	22	48328333	48336125	CDNA FLJ44385 fis, clone TRACH3036456. [Source:Uniprot/SPTREMBL;Acc:Q6ZTP9]
ENSG00000206163	Y	11919172	11919348	NULL
ENSG00000167863	17	70546550	70554669	ATP synthase D chain, mitochondrial (EC 3.6.3.14). [Source:Uniprot/SWISSPROT;Acc:O75947]
ENSG00000188511	22	48399294	48406546	CDNA FLJ44466 fis, clone UTERU2025645. [Source:Uniprot/SPTREMBL;Acc:Q6ZTN8]
ENSG00000206161	Y	11922594	11922833	NULL
ENSG00000206160	Y	11948061	11948429	NULL
ENSG00000164265	5	147238467	147241946	Uteroglobin-related protein 1 precursor (Secretoglobin family 3A member 2) (Pneumo secretory protein 1) (PnSP-1). [Source:Uniprot/SWISSPROT;Acc:Q96PL1]
ENSG00000183111	5	148976294	148994720	CDNA FLJ41603 fis, clone CTONG3000657. [Source:Uniprot/SPTREMBL;Acc:Q6ZW51]
ENSG00000183704	Y	11960641	11984675	NULL
ENSG00000105550	19	53950628	53953395	Fibroblast growth factor 21 precursor (FGF-21). [Source:Uniprot/SWISSPROT;Acc:Q9NSA1]
ENSG00000145919	5	172967155	172976262	Protein FAM44B. [Source:Uniprot/SWISSPROT;Acc:Q96IK1]
ENSG00000168462	Y	12615519	12618092	NULL
ENSG00000100425	22	48552936	48606828	Bromodomain-containing protein 1 (BR140-like protein). [Source:Uniprot/SWISSPROT;Acc:O95696]
ENSG00000186980	21	30642598	30642795	keratin associated protein 23-1 [Source:RefSeq_peptide;Acc:NP_853655]
ENSG00000100413	22	40251754	40270412	DNA-directed RNA polymerase III subunit 22.9 kDa polypeptide (EC 2.7.7.6) (RPC8). [Source:Uniprot/SWISSPROT;Acc:Q9Y535]
ENSG00000206159	Y	12985155	13042263	NULL
ENSG00000198390	21	30665875	30666402	Keratin-associated protein 13-2. [Source:Uniprot/SWISSPROT;Acc:Q52LG2]
ENSG00000182816	21	30690213	30690794	Keratin-associated protein 13-1 (High sulfur keratin-associated protein 13.1). [Source:Uniprot/SWISSPROT;Acc:Q8IUC0]
ENSG00000178980	19	52973654	52979753	Selenoprotein W. [Source:Uniprot/SWISSPROT;Acc:P63302]
ENSG00000186975	21	30719583	30720101	Keratin-associated protein 13-3. [Source:Uniprot/SWISSPROT;Acc:Q3SY46]
ENSG00000206157	Y	13283812	13286008	testis-specific transcript, Y-linked 15 (TTTY15) on chromosome Y [Source:RefSeq_dna;Acc:NR_001545]
ENSG00000185022	22	36927944	36942456	Transcription factor MafF (V-maf musculoaponeurotic fibrosarcoma oncogene homolog F) (U-Maf). [Source:Uniprot/SWISSPROT;Acc:Q9ULX9]
ENSG00000165556	13	27434273	27441317	Homeobox protein CDX-2 (Caudal-type homeobox protein 2) (CDX-3). [Source:Uniprot/SWISSPROT;Acc:Q99626]
ENSG00000120669	13	35699311	35769969	OTTHUMP00000018256. [Source:Uniprot/SPTREMBL;Acc:Q9H1T4]
ENSG00000180576	17	36409335	36409631	Keratin-associated protein 3-2 (Keratin-associated protein 3.2) (High sulfur keratin-associated protein 3.2). [Source:Uniprot/SWISSPROT;Acc:Q9BYR7]
ENSG00000114374	Y	13322554	13482162	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y (EC 3.1.2.15) (Ubiquitin thioesterase FAF-Y) (Ubiquitin-specific-processing protease FAF-Y) (Deubiquitinating enzyme FAF-Y) (Fat facets protein-related, Y- linked) (Ubiquitin-specific protease 9, Y chro [Source:Uniprot/SWISSPROT;Acc:O00507]
ENSG00000108576	17	25549032	25586831	Sodium-dependent serotonin transporter (5HT transporter) (5HTT). [Source:Uniprot/SWISSPROT;Acc:P31645]
ENSG00000186971	21	30724465	30724947	Keratin-associated protein 13-4. [Source:Uniprot/SWISSPROT;Acc:Q3LI77]
ENSG00000198792	22	36945244	36998962	Putative MAP kinase-activating protein C22orf5 (Putative MAPK- activating protein FM08). [Source:Uniprot/SWISSPROT;Acc:Q9Y519]
ENSG00000100426	22	48633533	48668094	Zinc finger BED domain-containing protein 4. [Source:Uniprot/SWISSPROT;Acc:O75132]
ENSG00000168778	12	122721615	122758895	Tectonic-2 precursor. [Source:Uniprot/SWISSPROT;Acc:Q96GX1]
ENSG00000179564	3	50291522	50300548	Uncharacterized protein C3orf45. [Source:Uniprot/SWISSPROT;Acc:Q8N112]
ENSG00000176095	3	49736732	49798977	Inositol hexaphosphate kinase 1 (EC 2.7.4.21) (InsP6 kinase 1) (Inositol hexakisphosphate kinase 1). [Source:Uniprot/SWISSPROT;Acc:Q92551]
ENSG00000205531	11	2922237	2970183	Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP2). [Source:Uniprot/SWISSPROT;Acc:Q99733]
ENSG00000182208	11	1447264	1458701	Mps one binder kinase activator-like 2 (Mob2 homolog) (HCCA2). [Source:Uniprot/SWISSPROT;Acc:Q70IA6]
ENSG00000163914	3	130730172	130736867	Rhodopsin (Opsin-2). [Source:Uniprot/SWISSPROT;Acc:P08100]
ENSG00000206549	3	46728610	46734318	Testis-specific protease-like protein 50 precursor. [Source:Uniprot/SWISSPROT;Acc:Q9UI38]
ENSG00000206532	3	112093677	112095013	NULL
ENSG00000176748	11	5155520	5156359	Odorant receptor HOR3'beta2. [Source:Uniprot/SPTREMBL;Acc:Q9H2C7]
ENSG00000114631	3	128830729	128874334	Podocalyxin-like protein 2 precursor (Endoglycan). [Source:Uniprot/SWISSPROT;Acc:Q9NZ53]
ENSG00000184478	11	5925153	5926100	olfactory receptor, family 56, subfamily A, member 3 [Source:RefSeq_peptide;Acc:NP_001003443]
ENSG00000205627	22	48681966	48682741	CDNA FLJ44641 fis, clone BRACE2030039. [Source:Uniprot/SPTREMBL;Acc:Q6ZTH8]
ENSG00000164082	3	51716118	51727663	Metabotropic glutamate receptor 2 precursor (mGluR2). [Source:Uniprot/SWISSPROT;Acc:Q14416]
ENSG00000132139	17	31095955	31104010	GAS2-like protein 2 (Growth arrest-specific 2-like 2) (GAS2-related protein on chromosome 17) (GAR17 protein). [Source:Uniprot/SWISSPROT;Acc:Q8NHY3]
ENSG00000160007	19	52113773	52196472	Glucocorticoid receptor DNA-binding factor 1 (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A). [Source:Uniprot/SWISSPROT;Acc:Q9NRY4]
ENSG00000163617	3	115165676	115258150	KIAA1407 (KIAA1407), mRNA [Source:RefSeq_dna;Acc:NM_020817]
ENSG00000182676	17	77384894	77386215	dysferlin-interacting protein 1 [Source:RefSeq_peptide;Acc:NP_001007534]
ENSG00000166979	21	32706560	32809570	Protein C21orf63 precursor (SUE21). [Source:Uniprot/SWISSPROT;Acc:P58658]
ENSG00000182858	22	48682862	48698110	Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6- mannosyltransferase (EC 2.4.1.-) (Mannosyltransferase ALG12 homolog) (hALG12) (Membrane protein SB87). [Source:Uniprot/SWISSPROT;Acc:Q9BV10]
ENSG00000105464	19	53589944	53639205	Glutamate [NMDA] receptor subunit epsilon 4 precursor (N-methyl D- aspartate receptor subtype 2D) (NR2D) (NMDAR2D) (EB11). [Source:Uniprot/SWISSPROT;Acc:O15399]
ENSG00000188691	11	5944983	5946096	NULL
ENSG00000172823	12	110503562	110503990	NULL
ENSG00000166483	11	9552057	9566725	Wee1-like protein kinase (EC 2.7.10.2) (Wee1A kinase) (WEE1hu). [Source:Uniprot/SWISSPROT;Acc:P30291]
ENSG00000167646	19	60361848	60369830	C19orf51 protein. [Source:Uniprot/SPTREMBL;Acc:Q6P4F6]
ENSG00000163930	3	52410069	52419058	Ubiquitin carboxyl-terminal hydrolase BAP1 (EC 3.4.19.12) (BRCA1- associated protein 1) (Cerebral protein 6). [Source:Uniprot/SWISSPROT;Acc:Q92560]
ENSG00000183313	11	5963747	5964736	Olfactory receptor 52L1. [Source:Uniprot/SWISSPROT;Acc:Q8NGH7]
ENSG00000186448	3	44641515	44664967	Zinc finger protein 197 (ZnF20). [Source:Uniprot/SWISSPROT;Acc:O14709]
ENSG00000173585	3	45903023	45919671	C-C chemokine receptor type 9 (C-C CKR-9) (CC-CKR-9) (CCR-9) (GPR-9-6) (G-protein coupled receptor 28) (CDw199 antigen). [Source:Uniprot/SWISSPROT;Acc:P51686]
ENSG00000185624	17	77394326	77411680	Protein disulfide-isomerase precursor (EC 5.3.4.1) (PDI) (Prolyl 4- hydroxylase subunit beta) (Cellular thyroid hormone-binding protein) (p55). [Source:Uniprot/SWISSPROT;Acc:P07237]
ENSG00000166793	11	57169137	57173993	Protein yippee-like 4. [Source:Uniprot/SWISSPROT;Acc:Q96NS1]
ENSG00000114541	3	69302109	69517914	FERM domain-containing protein 4B (GRP1-binding protein GRSP1). [Source:Uniprot/SWISSPROT;Acc:Q9Y2L6]
ENSG00000134827	11	59376858	59390594	Transcobalamin-1 precursor (Transcobalamin I) (TCI) (TC I). [Source:Uniprot/SWISSPROT;Acc:P20061]
ENSG00000121671	11	45825605	45861372	cryptochrome 2 (photolyase-like) [Source:RefSeq_peptide;Acc:NP_066940]
ENSG00000162290	3	53296430	53356677	mRNA decapping enzyme 1A (EC 3.-.-.-) (Transcription factor SMIF) (Smad4-interacting transcriptional co-activator). [Source:Uniprot/SWISSPROT;Acc:Q9NPI6]
ENSG00000183389	11	5979857	5980954	Olfactory receptor 56A4. [Source:Uniprot/SWISSPROT;Acc:Q8NGH8]
ENSG00000030066	11	47756246	47826633	Nuclear pore complex protein Nup160 (Nucleoporin Nup160) (160 kDa nucleoporin). [Source:Uniprot/SWISSPROT;Acc:Q12769]
ENSG00000187033	3	171112054	171139640	sterile alpha motif domain containing 7 [Source:RefSeq_peptide;Acc:NP_872416]
ENSG00000180901	17	70554876	70573574	BTB/POZ domain-containing protein KCTD2. [Source:Uniprot/SWISSPROT;Acc:Q14681]
ENSG00000154975	17	47062673	47592367	Carbonic anhydrase-related protein 10 (Carbonic anhydrase-related protein X) (CARP X) (CA-RP X) (Cerebral protein 15). [Source:Uniprot/SWISSPROT;Acc:Q9NS85]
ENSG00000204471	17	55440271	55451167	NULL
ENSG00000196981	3	123616073	123617065	WD repeat domain 5B [Source:RefSeq_peptide;Acc:NP_061942]
ENSG00000005156	17	30331651	30356201	DNA ligase 3 (EC 6.5.1.1) (DNA ligase III) (Polydeoxyribonucleotide synthase [ATP] 3). [Source:Uniprot/SWISSPROT;Acc:P49916]
ENSG00000120756	3	143825034	143915191	Plastin-1 (I-plastin) (Intestine-specific plastin). [Source:Uniprot/SWISSPROT;Acc:Q14651]
ENSG00000113194	5	175807984	175869671	UBX domain-containing protein 8 (Protein ETEA). [Source:Uniprot/SWISSPROT;Acc:Q96CS3]
ENSG00000196337	19	54249344	54253929	chorionic gonadotropin, beta polypeptide 7 precursor [Source:RefSeq_peptide;Acc:NP_149133]
ENSG00000104983	19	51198108	51213485	NULL
ENSG00000131845	19	62554487	62563078	Zinc finger protein 304. [Source:Uniprot/SWISSPROT;Acc:Q9HCX3]
ENSG00000179820	19	59061423	59071494	Myeloid-associated differentiation marker (SB135). [Source:Uniprot/SWISSPROT;Acc:Q96S97]
ENSG00000151364	11	77404412	77411934	BTB/POZ domain-containing protein KCTD14. [Source:Uniprot/SWISSPROT;Acc:Q9BQ13]
ENSG00000184524	11	777104	780123	Cell cycle exit and neuronal differentiation protein 1 (BM88 antigen). [Source:Uniprot/SWISSPROT;Acc:Q8N111]
ENSG00000186970	21	30734517	30734969	Keratin-associated protein 15-1. [Source:Uniprot/SWISSPROT;Acc:Q3LI76]
ENSG00000173464	14	20120894	20128257	Probable ribonuclease 11 precursor (EC 3.1.27.-) (RNase 11). [Source:Uniprot/SWISSPROT;Acc:Q8TAA1]
ENSG00000108861	17	39199016	39211872	Dual specificity protein phosphatase 3 (EC 3.1.3.48) (EC 3.1.3.16) (Dual specificity protein phosphatase VHR). [Source:Uniprot/SWISSPROT;Acc:P51452]
ENSG00000091513	3	134947925	134980325	Serotransferrin precursor (Transferrin) (Siderophilin) (Beta-1-metal- binding globulin). [Source:Uniprot/SWISSPROT;Acc:P02787]
ENSG00000129559	14	23755912	23771412	NEDD8 precursor (Ubiquitin-like protein Nedd8) (Neddylin). [Source:Uniprot/SWISSPROT;Acc:Q15843]
ENSG00000205751	11	1924498	1956250	Mitochondrial 39S ribosomal protein L23 (L23mt) (MRP-L23) (L23 mitochondrial-related protein) (Ribosomal protein L23-like). [Source:Uniprot/SWISSPROT;Acc:Q16540]
ENSG00000198590	3	37433118	37451681	AP20 region protein isoform B [Source:RefSeq_peptide;Acc:NP_848029]
ENSG00000171346	17	36923524	36932191	Keratin, type I cytoskeletal 15 (Cytokeratin-15) (CK-15) (Keratin-15) (K15). [Source:Uniprot/SWISSPROT;Acc:P19012]
ENSG00000184351	21	30774235	30774507	Keratin-associated protein 19-1 (High tyrosine-glycine keratin- associated protein 19.1). [Source:Uniprot/SWISSPROT;Acc:Q8IUB9]
ENSG00000105379	19	56540222	56561484	Electron transfer flavoprotein subunit beta (Beta-ETF). [Source:Uniprot/SWISSPROT;Acc:P38117]
ENSG00000198864	11	70937114	70938137	Keratin-associated protein 5-9 (Keratin-associated protein 5.9) (Ultrahigh sulfur keratin-associated protein 5.9) (Keratin, cuticle, ultrahigh sulfur 1) (Keratin, ultra high-sulfur matrix protein A) (UHS keratin A) (UHS KerA). [Source:Uniprot/SWISSPROT;Acc:P26371]
ENSG00000174547	11	65959159	65962880	39S ribosomal protein L11, mitochondrial precursor (L11mt) (MRP-L11). [Source:Uniprot/SWISSPROT;Acc:Q9Y3B7]
ENSG00000167744	19	54256216	54258936	Neurotrophin-5 precursor (NT-5) (Neutrophic factor 5) (Neurotrophin-4) (NT-4) (Neutrophic factor 4). [Source:Uniprot/SWISSPROT;Acc:P34130]
ENSG00000184550	5	177330923	177331888	SUDS3 protein. [Source:Uniprot/SPTREMBL;Acc:Q52LB7]
ENSG00000204285	17	73059982	73062571	CDNA FLJ26755 fis, clone PRS02037. [Source:Uniprot/SPTREMBL;Acc:Q6ZP11]
ENSG00000100181	22	37017870	37124473	Casein kinase I isoform epsilon (EC 2.7.11.1) (CKI-epsilon) (CKIe). [Source:Uniprot/SWISSPROT;Acc:P49674]
ENSG00000155846	5	149090057	149207460	Peroxisome proliferator-activated receptor gamma coactivator 1-beta (PPAR gamma coactivator-1beta) (PGC-1-related estrogen receptor alpha coactivator) (PPARGC-1-beta) (PGC-1-beta). [Source:Uniprot/SWISSPROT;Acc:Q86YN6]
ENSG00000206171	14	20128279	20128722	ribonuclease, RNase A family, 12 (non-active) [Source:RefSeq_peptide;Acc:NP_001019993]
ENSG00000144852	3	120984236	121020021	Orphan nuclear receptor PXR (Pregnane X receptor) (Orphan nuclear receptor PAR1) (Steroid and xenobiotic receptor) (SXR). [Source:Uniprot/SWISSPROT;Acc:O75469]
